name,line
Interviewer,What's it about?
Grimes,"I was like, ""Man, we're, like, the last artists."" We might be in the last decade of people who get to make art without competing against computers that are ten million times better and faster and more exciting and more intelligent. We might be some of the last human artists who aren't completely rendered obsolete by artificial intelligence."
Interviewer,You just gave me a wave of chills.
Grimes,"This might be the most important time ever to make art, because this might be the last human art that anyone ever cares about."
Interviewer,"Somebody was showing me a painting that was auctioned at Sotheby's or Christie's that was made by AI. When I looked at the painting, I felt that it was objectively good modern art. But on a level of meaning or depth, it didn't resonate. Mark Rothko was painting those horizontal color fields, and an AI could imitate that, but I don't think it could ever give you the feeling you have in a museum when you're surrounded by huge Rothkos, that's, for lack of a better word, holy. I don't mean religious, I just mean something deep and unknowable."
Grimes,Computers will get there. A computer just needs to learn how to emulate hormones. Computers will learn how to feel everything we feel. They'll be able to be better humans than us. They'll be able to make more emotional art. They'll be able to access that inaccessible thing.
Interviewer,"If the objective of art has often been to be a lighthouse in the dark, to say, ""Hey, come this way,"" or to expose fraudulent things for what they actually are, what does it mean if something other than human beings is authoring that force of rebellion?"
Grimes,"That feels even more rebellious to me. I feel like we've been living through human rebellion for years. To me, that's going to be such brilliant, moving art like we've never seen. It would be great if we could coexist, because I actually do think there is something special about carbon-based life. I don't think it can just be replaced. Everyone's so worried about the evil AI wiping us out. I think the AI will be cool."
Interviewer,What do you think it is about carbon-based life that might be different or valuable?
Grimes,"We're always looking for our maker:""Who is our god? Who created us?"" What's interesting is, for AI, we are their god. That will be the first intelligent being that knows its creator, and knows everything about us."
Interviewer,Intimately.
Grimes,About our fucking bowel movements.
Interviewer,Our porn habits. Our everything.
Grimes,I think it's beautiful that we're bound by these evolutionary things like procreation. A limited intelligence is actually more interesting in a world where there is limitless intelligence.
Interviewer,"Sometimes I read a novel that introduces a completely new way of thinking about things, and I'm gobsmacked. Human beings are capable of stunning feats of imagination, which is why I am still hopeful. Even though when you read climate change reports, you're just like, ""Oh, my god."" But I'm hopeful because I feel like the human capacity to imagine different things is pretty awesome. We just need to get our act together."
Grimes,"The problem with everything is corruption. In theory, capitalism should work."
Interviewer,"Capitalism, even if there wasn't corruption, is a model that doesn't work for most people, because its only goal is the increase of profit, which means that there's somebody at the top of the pyramid and most people at the bottom who get paid less than their work is worth for profit to be extracted. I think part of the reason there's been so much climate change denial is that if you acknowledge that this economic system leads to ecological ruin, you have to acknowledge in the same breath that it's broken."
Grimes,"What do you think is the answer? I feel like society has not yet proposed the answer of how to structure itself. We're getting closer all the time, but I haven't yet heard a proposition where I'm like, ""That would just unequivocally work.""."
Interviewer,"I think it's somewhere in the arena of putting value in places where it's been hard for us to put value. Right now, we put value in growth, and everything is just endless, ridiculous growth, even though we're on a finite planet with dwindling resources and more people every day. Let's say, just for a moment, you put the value on caregiving."
Grimes,"Which should have more value. I was just thinking the other day how much I didn't appreciate my mom growing up. I remember thinking, ""Why did you wake me up for school? This bitch. Fuck. Why?"" I thought I was getting up to go to school for her. I was like, ""This is what she wants me to do."" But she definitely didn't want to go upstairs three times and scream at me to get out of bed at seven in the morning."
Interviewer,"And make three meals a day and clean the house and do all of that work. Unpaid domestic labor is actually the basis upon which all other labor occurs. You cannot become a CEO until your mother did all that unpaid domestic labor first, which is crazy."
Grimes,"I've done some babysitting lately, and I've just been like, ""Oh, fuck. Kids are nightmare creatures."" You have to stop them from being evil, and it's existentially threatening. They just said something crazy, and if you don't shut it down in the right way, they might turn out to be Hitler."
Interviewer,"Can you imagine what it would be like if we were living in a world where that skillset or devotion was valued, or you valued reusing things instead of the high you get off of buying new things? What if your social currency came from figuring out how to repair something in your house rather than just buying the new thing? We've put value in a lot of dangerous places, and now we're reaping what we've sown."
Grimes,"Yeah. I like the carbon tax thing. I like the idea of making flying prohibitively expensive. When I fly home to see my grandparents, it's really nice, but I feel guilty about it. I'm like, I'm close enough to just being able to put on an Oculus, and they put on an Oculus, and we're sitting in the same room."
Interviewer,"When you reach out to touch something in the Oculus, alternate reality is there. Your brain gives you signals that you're about to touch something, even though you don't touch anything."
Grimes,"And then, when you come out, everything's a little bit wonky. Fuck. I don't know. We need to get deeper into the digital world, and we also need to get further away from it."
Interviewer,"Does a song first take shape for you on piano or guitar before you move on to choosing the sound palette, recording the instruments, the vocals? Or are songwriting and producing more interwoven?"
Grimes,"I would say the latter, they are very interwoven for me. It's sort of a seamless process where I produce as I write."
Interviewer,How do you make beats? Are there pads involved or is it all mouse/trackpad?
Grimes,"A bit of both. I like to use an Akai MPC and a keyboard MIDI controller, but sometimes I build it out manually. I like to build sample packs that I use mostly for drum sources. Usually by combining drums (like the high end of a real kick and the low end of a digital kick, for example). Once I get a good one I use it a lot. I have some sample packs that my friend Bloodpop made or acquired that I like to use as well. I typically start with kick / snare and work backwards."
Interviewer,We've heard you put a lot of consideration into finding the right tempo for a given track. Do you tend to try out different tempos for each song that you're working on?
Grimes,"I think tempo is really important. Fast can be amazing, but then you have to simplify the drums. Slow can be amazing, but then you have to really perfect the groove. This is something I agonize over."
Interviewer,How do you approach sound design in general? Are you always listening out for interesting sounds around you? How do you capture them and where do they end up?
Grimes,"I'm always listening for interesting sounds. Like, for example, I recently took a sample of some percussion that had a lot of melodic information in it, put the verb up to 100% and then sampled the verb so that none of the original sample was there but it contained the melodic information. Sometimes I record things in the house like beads or whatever etc. Sometimes I get found samples from online bird watching communities or this or that, haha. Usually I use some combination of these methods."
Interviewer,Your tracks usually have quite a lot going on in them. How do you keep an overview of all the elements when you're working?
Grimes,My files are way too messy and I'm trying to be more organized and controlled with it lately. I do use a lot of layering. It's gets very complicated very fast and I crash my files a lot.
Interviewer,"How do you know when a track is finished? Do you tend to follow an ""add until the picture is complete"" or ""remove until only the essentials are left"" strategy?"
Grimes,"I'm more in the 'remove until only the essentials are left' strategy camp, but then the versions of the songs I play live end up being the best because I get the mixed stems back and then add a lot of new sounds. I usually finish via a self-imposed deadline. In my opinion, there was a lot more I would have liked to do on most of my released tracks."
Interviewer,"As can be seen on your tumblr, your musical tastes and interests are pretty wide-ranging. Of the artists (new and old) that you're into, is there anything specifically production-related that you particularly admire or would like to get into more deeply?"
Grimes,"I love the production on the new Lana Del Rey album, Honeymoon. Specifically the song Art Deco. I like how it sounds old but new. I also love the song ""BBHMM"" by Rihanna. I feel like both Rihanna and Lana are often able to create compelling pop songs with really wet vocals. I kind of hate dry vocals, but they are so essential to solid pop songs in most people's minds."
Interviewer,How do you translate what you've made in the studio into something that can be played live? How do parts get 'assigned' to the musicians you have with you on stage?
Grimes,"The musician I'm touring with currently, named HANA, is a really incredible multi-instrumentalist and vocalist so she has been adding a lot creatively lately, and taking on things like lead guitar in some songs that used to just be a sample. We also jam a lot on the bus or in hotels, doing vocal harmonies and things, so we have a good musical rapport and that's become very important to me on stage."
Interviewer,How are you?
Grimes,"Not bad. Well, actually, I'm very pregnant. I'm very slow and very tired. I'm slow as fuck so do not judge. My brain is like 10 per cent down."
Interviewer,How is being pregnant impacting you?
Grimes,It's just the last little bit. Mostly it's been OK. At the beginning it was hard. I feel much more sympathy for my mom now.
Interviewer,How many weeks pregnant are you?
Grimes,31.
Interviewer,What has it meant for your music?
Grimes,"Productivity is down but ideas are up, which is interesting. I have tons and tons of ideas but I'm just not executing them very well. But I'm getting a lot of shon paper, which is great. It's just a stamina issue really and singing is hard."
Interviewer,Will you become one of these artists who writes endless songs about being a parent?
Grimes,No. I don't know if that's artistically compelling to people. It's not even compelling to me.
Interviewer,How has the process of making music changed for you in recent years?
Grimes,"In a lot of ways it is the same. Music for me is kind of like this weird meditative state/chill state. I typically work alone. I lock myself in a room and it's a chill zone. But as you become increasingly in the public eye, it becomes more intense obviously. But the actual function of making music retains this nice quality for me like it was in the beginning. And it's important for me to preserve that. I think the main difference is I'd probably drop a lot more music if the pressure wasn't so high."
Interviewer,Do you think about the balance between making music that is commercial and following your creative urges?
Grimes,"I feel like I'm luckily in a weird position where people don't expect me to be making radio hits. I'm thinking 'How do I become Radiohead' not 'How do I become Taylor Swift'. The thing I'm aiming at personally is just great immortal art, if I can get there. I kind of love that goal. I don't presume that I'm ever getting there. Especially with Miss Anthropocene, I was just like I want to make something fuck ing crazy. The main goal is to make something really different from anything else. That's like jarring and emotional as opposed to making a hit, which one day I hope to do."
Interviewer,Did your years in Montreal have a big influence on you?
Grimes,"I think Montreal was incredibly essential to my development as an artist. I can't speak to the vibe there currently but when I was coming up, the scene was thriving like crazy. A lot of people were showing me how to do things. I was playing a lot of shows. I played so many shows locally before I got on the road. Most artists when they break, they haven't played a lot of shows... Montreal, you can play 100 shows before you go play in other cities. There's such a focus on creativity and experimentalism. I think that scenes can be really important and helpful and amazing. It's a really cool thing. Like Arcade Fire introduced me to a lot of people I still work with. There's this cool mentoring aspect of things and most cities don't have that."
Interviewer,What was your reaction when some of your fans objected to your relationship with Elon Musk?
Grimes,"I understand it. It's just part of the thing. I respect people's opinions and I get where people are coming from. I respectfully disagree. There's been a lot of sensationalistic stories that paint things in a different light than they actually are, but people are mad because they care about the world being better and they misunderstand what my boyfriend does. I respect that the impulse is coming from a good place. They're mad because they believe in certain things and I can't really criticize that. I think my boyfriend works really fuck ing hard to fix a lot of our environmental issues but I totally get that some people don't approve of how he's doing that."
Interviewer,What's your take on American politics as a Canadian in L.A.?
Grimes,"I really appreciated growing up having access to good health care and I didn't go into major debt by going to college. And I think those things make Canada better. Canadians tend to be, on average, compared to Americans, a lot less angry and in a lot less pain. I don't know any Canadians who're $400,000 in debt because of a medical problem or school. And that makes life better when there isn't some shhanging over your head. It leads to a better mental state in society in general. There's just a lot less hatred and a lot less anger. So I think it's cool that certain candidates are proposing more Canadian-like ways of living. A lot of Americans say it's impossible but I say, look at Canada. Obviously it's not perfect but it does seem to be a better living standard than in America and I think it leads to a more peaceful society."
Interviewer,I read that you actually studied neuroscience in college? Or just the sciences generally?
Grimes,"Actually, I was in a program at McGill called Electroacoustics, where we studied a lot of how the brain interacts with music. So by the time I actually started making music, I kind of had an understanding of frequencies and kind of how the brain responds to things, which I think really helped me as a producer:Even though I had no experience playing instruments and stuff, I kind of had a basic understanding of engineering. My learning curve was maybe a tiny bit shorter than maybe someone who hadn't studied that stuff."
Interviewer,"So how does that inform the music? One of the things I like about electronic music is the sensory overload, the drops, the highs and lows of it, are directly triggering things in my brain. Is there a song on this album where you feel like your knowledge about how we hear things affects how many tracks there are, how many layers, how many sounds?"
Grimes,"I don't know if it's actually that practically useful, honestly. Because you can study music to death; you can study the brain's response to music to death. But it's not the same thing as making music, which is very gut-level."
Interviewer,"Can you remember when you first thought of yourself as a producer? I mean, was there an early song, before people knew you, even, where you realized you like the tinkering, the putting it together?"
Grimes,"Probably from the first time I tried to make music. Singing has always been a struggle for me, so when I first started making music, I only made instrumentals."
Interviewer,"When you finally did start to sing, was it a surprise to you?"
Grimes,"Kind of! I mean, I wasn't good, but I was not the worst, which was extremely encouraging to me. The fact that I wasn't literally the worst singer on planet Earth made me think that I was, like, a god. Immediately I was like, Oh, I don't suck? OK, I'm gonna be a musician. Like, right away."
Interviewer,"So when you first sat down, what were the circumstances? What drew you to it?"
Grimes,"Basically, I'd been at a friend's house; he said he wanted a girl vocal. I was like, I'm really a bad singer, but I did it anyway, and then I was like, oh, music isn't that hard. So I got my friend to show me how to use GarageBand, and then I just kind of started making terrible, terrible songs using the built-in synths and stuff, just screwing around with that."
Interviewer,"It's interesting, I think electronic music changes the bar of entry for people who want to get into music, right?"
Grimes,"Oh, yeah. I think, I mean, in a sad way I think it's one of the reasons experimental electronic music isn't more popular, is that it's so hard to turn it into a live thing; it's more of a laptop thing. But definitely, in the scene I came from, you don't need to be a good musician to make electronic music, you just need to have a good ear. You don't need to be able to technically perform anything."
Interviewer,"So now that there's so much of this music out there, how do you determine what's good? Who are the artists that inspire you, who are doing similar work?"
Grimes,"Oh my gosh. I love 40, who produces for Drake, I think he's one of the best producers. I love Burial. I mean, most of my favorite producers produce for vocalists; I don't listen to a lot of straight electronic music that doesn't have vocals. This is a totally crazy thing, and I'm significantly worse and significantly less popular, but in a way Calvin Harris is probably the most similar to me in terms of functionality. He's a great producer, he's a songwriter, but he doesn't necessarily sing all his songs. He does sing, he's decent at it, but it's not like his main thing."
Interviewer,"What has it been like over the years asserting yourself in the studio? Because the model that we all hear about in the music press is young women performing songs that they may have written, but the production is usually a man, especially if you look at the Top 40. Have you found that people in that setting want to provide the beats for you?"
Grimes,"I've never actually worked in a studio on one of my songs, I've only worked in a studio in writing camps for other people, which were odd experiences. I wasn't allowed to touch a computer, for example, even though guys in the studio were allowed to. I obviously know how to use a computer and I know how to produce, but I had to tell the engineer what to do if I wanted to do anything, which I thought was pretty crazy in the 21st century."
Interviewer,"This might have been a union thing, too, right? Because you're the writer."
Grimes,"No, no, there were producers coming in, and I don't think I was brought in only to do vocals and top line. Even if I was, that's kind of weird because I'm way more of a producer than a vocalist. So, I mean, it was pretty gendered. Luckily, I mostly work in my own house and I don't work with other people, kind of for this reason."
Interviewer,"For people who don't know, writer's camps are basically like a retreat, where you get put into groups and you're supposed to write, collaboratively, for another artist. What was that experience like for you, an artist who's pretty self-contained?"
Grimes,"In a way, it was a blessing in disguise:I got to watch so many great producers work, because I wasn't allowed to produce anything. I actually did learn quite a bit about production. But on the other hand, it was very daunting, even just as a writer writing top line, because I felt like it was extremely judgmental. It was kind of assumed that I was stupid and that I didn't know what was going on, and especially because I don't feel confident as a vocalist, it was very stressful to have that be the thing that I was evaluated on."
Interviewer,And you described it as gendered.
Grimes,"Yeah, well, just that all the guys made beats and all the girls did top line."
Interviewer,Top line meaning the melody.
Grimes,"Yeah, basically the melody that the vocal is doing. Like, there were no girls doing beats and there were no guys doing top line. But, I don't know, I don't want to criticize it too much."
Interviewer,"No, I mean, they're big business, right? Lots of people are making money and songs in this way. But it's sort of hard to picture, given how many women we see in the Top 40. A lot of the biggest names in music are women right now."
Grimes,"I think it's just ... you know, I came in with experience as a producer and I wasn't allowed to produce, so how could any woman who didn't have experience as a producer ever learn how to produce? It was just a little odd in that regard. If there are stereotypes of, Women do certain jobs in music and men do certain jobs, the way the studio works, it's not easy to escape that."
Interviewer,"As your career has gotten bigger and more and more people are hearing your music, do you hear from young women who want to be doing what you're doing?"
Grimes,"I guess I do! If you meet fans outside of a concert or something like that, someone will be like, You inspired me to start producing, and I make records now. Which is pretty cool, I mean, not even from a music perspective, but being visible as a woman in technology is sort of interesting, and hopefully inspires women not just to touch computers in music but for other purposes as well."
Interviewer,"I want to talk about one song that I was, I feel like, almost surprised to hear on this album, which is Easily. It sounds like you very much enjoying your own voice."
Grimes,"Oh, really? It's actually my least favorite song on the album!"
Interviewer,What don't you like about it? I think it's quite sweet.
Grimes,"I just think it's really basic. I only put it on because when I showed my friends all the songs they were all like, You have to keep that song. Don't ditch that one. But I personally think it's not very interesting from a production standpoint."
Interviewer,"That makes sense given a lot of the other music we've heard from you, which is just layers and layers of sounds. This is just you."
Grimes,"It kind of makes me uncomfortable! But usually, the songs other people like are the songs that make me the most uncomfortable, so I usually try to allow some of those to make it onto the record."
Interviewer,"Do you ever want your voice, or your music, to sound ugly? Like, do those songs, in a way, kind of go against the way you have presented your voice, which is not about being bubbly?"
Grimes,"Yeah, I do kind of like songs more like SCREAM. They feel more natural to me. I like to have at least one thing in a song that's a bit jarring, that throws people off."
Interviewer,"Right, which in SCREAM is super-effective. You have this Taiwanese rapper, Aristophanes, who is delivering on such great menace, and then the chorus has this primal, punk-like scream. It's interesting to hear that next to this other side of your music, which almost reminds me of The Bangles or something."
Grimes,"The other thing about songs that are really singing-oriented is that they're much harder to perform live. Singing live is twice as hard as singing in a quiet, nice studio, where you can do 50 takes and choose the best one."
Interviewer,"So when you're at a show, what are you oriented toward? Are you thinking more about setting up the computers and the sound design than that moment when you're going to have to take the mic and maybe sing something pretty bare? Do you avoid those songs as a result?"
Grimes,"I do. I actually do not play either Easily or California live. And I also often have to change the top line so that it's easier to sing, stuff like that."
Interviewer,"You've made this distinction between having to perform this music you create on stage and like trying to get that to translate, not just for the audience but for yourself. Do you like performing?"
Grimes,"Well, it's complicated. It's not my favorite thing, but it is way better than working at Starbucks. I just have terrible, terrible stage fright. It's definitely not what I would do if I could make a living doing something else, but it's on the better end of jobs."
Interviewer,"Stage fright doesn't seem like a good match for some of the stages you're playing. You're doing Coachella, these are big, big stages."
Grimes,"I mean, you can always override it, it's just very difficult."
Interviewer,"Does the persona help? Like, does being Grimes help?"
Grimes,"I suppose so. When you're kind of just bombarding people with crazy, it's so much less daunting than when you have to be a sweet, great vocalist who can do runs and stuff. Especially at festivals where you don't get to soundcheck and you have no idea if it's going to sound good or bad. Last time I played Coachella I had no in-ear  at all. I had to do the whole set completely deaf and just hope it was OK."
Interviewer,How were the reviews?
Grimes,"Uh, great! I mean, muscle memory is a hell of a thing."
Interviewer,"With this album, do you feel like you have advanced your music significantly? You've done the videos and the songs and the production and even the cover art, does it feel like a milestone for you?"
Grimes,"Oh, yeah. I mean this is, for me, my first record that I think is good. Not that the other records aren't good, but they're so amateur. I made them not thinking anyone would ever listen to them, so there's tons of songs without lyrics, because I just sort of did a random vocal and was like, That's good enough. There's a lot more care put into this record, because it was the first record I made knowing that I had a sizable audience."
Interviewer,"Going forward, what direction do you want to take this? Do you see a future where maybe you don't bother with those vocals at all and you become Grimes, super-producer?"
Grimes,"I could see that. The problem with that is when you produce for other people, you're subject to their whims and fancies and you have to do what they want, which I'm really bad at. Like, in the camps, you go in and they're like, OK, it has to be 135 BPM. It has to be in this key. I'm like, I don't even read music! I don't know how to do that."
Interviewer,"I just want to follow up on something you said earlier, about your voice, and being vulnerable and just kind of out there. In a way, do you feel like you have been both rewarded and penalized for your voice?"
Grimes,"Yeah, I think my voice definitely bothers some people. Some people really like it. People hate my lisp:When I was in high school, I remember people would be like, Ugh, I don't want to talk to you! You have a lisp. It's so annoying. But I don't know, I like having a weird voice. All my favorite singers, even if they're not the best, they have a voice that you can immediately recognize. I think that's a really awesome trait."
Interviewer,"Let me start by saying I love Visions. It sounds a lot more pop-oriented than your past music, maybe with the exception of Vanessa. Was that a conscious decision or did it just sort of happen that way?"
Grimes,"It definitely just happened. I think I always wanted to make dance music, or pop music, it took me a while to figure it out. 'Vanessa' was the first song where I was like, 'oh yeah!' I achieved that. Really, I've just sort of been getting better at making music and I'm getting more able to make the music I want to make. It's almost more of a realization of what I've been wanting to do for a while."
Interviewer,What were you listening to when you recorded Visions? What other artists influence you?
Grimes,"A lot of TLC, kind of new jack swing-era music. A lot of early '90s. A lot of Mariah. Whitney Houston. TLC, at least vocally, was more influential, because I think they do really cool stuff. And Outkast."
Interviewer,What's your favorite TLC song?
Grimes,"It's really weird. It sounds like Black Dice. It's this song called, 'If I Was Your Girlfriend,' and it's really cool. Instrumentally, it's weird and experimental, digital distortion on the drums and stuff like that."
Interviewer,Do you have a song on Visions that you like to play live?
Grimes,"Yeah, probably the song called ""Be A Body."" It's my favorite song on the album; it's my favorite song to play."
Interviewer,"That's actually my favorite song on the new album too, I was wondering if you could explain the characters following the title?"
Grimes," It's really stupid, because I don't want to seem like some Asia-phile. I'm so embarrassed about that, but it's the Japanese characters for wabi-sabi, which is a concept that implies, or is about, non-attachment, and not being too attached to physical stuff. The song is kind of about being in the moment. It's about experiencing the physical world, right now, and not being attached to things."
Interviewer,When you're on tour is there a ritual or good luck charm that makes you feel ready to go on stage?
Grimes,"I have this thing where, if I see a bulldog, it means I'll play a good show that day. So I'm always looking out for bulldogs on the street because they fill me with positive energy, I guess. It sounds insane, but every time I'd see a bulldog I'd play a great show, and then it sort of became psychological. But If I see two bulldogs, then it counts for two shows...."
Interviewer,"You could have a ""bulldog bank"" where you've seen more bulldogs than you have shows coming up."
Grimes,"Yeah, exactly. And if I got really rich or famous I'd have a bulldog on my rider, so there's always a bulldog hanging out back stage."
Interviewer,It's near the end of the year. Have you thought about your favorite albums 2011?
Grimes,"Maybe the Holy Other EP and the new AraabMUZIK. I dunno, I haven't actually thought about it, and I always find out about stuff late, so I always say something is my favorite album of the year and it's from the year before, oh, Wander/Wonder by Balam Acab. I really love that record. Everything Tri Angle put out this year is really good."
Interviewer,One last question
Grimes,"I don't know if you've ever seen The Mists of Avalon, but one of the crazy Druid ladies has this really cool hair style where she has a single braid coming out of the top of head, and the rest of her head is shaved. I would never do it because I'm trying to grow out my hair, but I always thought that was really cool."
Interviewer,How did you first become familiar with Discord?
Grimes,"I actually learned about Discord because I needed this teenager to help me figure out how to rig up a 3-D model it's sort of a long story. I had a technical issue, and the person who was going to teach me how to solve it was like, ""I only use Discord,"" because they were, like, 14. And then if I was doing any kind of group gaming situation, I would be on Discord, because it's fun if you're playing games with a bunch of people and everybody is chatting. So I was using it for social, personal life stuff."
Interviewer,What did you like about Discord that led you to launch your own official server?
Grimes,"I was thinking we should launch a Grimes server for a long time. The more I get into the gaming community, it's a lot less toxic than the indie music stan community. Everyone's going to laugh at me saying that gaming culture is less toxic than indie stan culture, but it's kind of true, frankly, having lived in both extensively.  a more healthy social media. Social media really gets into incentivizing sensationalism, and incentivizing the negative. I started realizing that even in general, I was using my fake accounts way more than my real accounts. Social media is a lot healthier if you're mostly with your friends, and you're using it to an end as opposed to just a time-sucking situation. I'm really into, I guess you could call it ""humane technology."
Interviewer,Right nobody is joining a Discord server to hate on something. Users are really only gathering around things that they love.
Grimes,"You're proactively joining a fandom or a game or a pursuit that you're digging, as opposed to passively consuming information that an algorithm is deciding for you. I don't have flashes of PTSD when I open Discord the way I do with Twitter.  and being like, ""I like Grimes!"" And then there's 30 people coming in explaining to them why they shouldn't, and not even with factual information. I feel like it happens with other artists, too. I'm just really looking for better fan experiences. It sucks when you want people to engage, and then you feel like they get bullied or harassed when they engage. That's a main priority for me in my life right now"
Interviewer,How do you think it went when you teased Shinigami Eyes?
Grimes,I like playing a  song live. It's hard for people to just grab it and upload it. I like testing things on people without knowing it's going to live on the internet forever. I think our next Stages event will be better. We're going to actually play a whole set of new music and stuff.
Interviewer,From your next album?
Grimes,"Yeah, more stuff from my album. Sorry, our baby is just yelling, but I think...  Careful on that step!"
Interviewer,"Oh yeah, a very late congratulations, by the way!"
Grimes,"Thank you! So yeah, I just try things out. I don't like being too precious with music. I like just seeing what people like and testing things out. I really like playing video games with my friends maybe there's a way to do that with fans at some point in the future."
Interviewer,What else can you tell me about the album? Is it really a space opera?
Grimes,"We made an album and were like, ""Is this a finished album?"" And that was before I signed to Columbia. Then I signed to Columbia, and we keep debating on the singles and it keeps changing. It's sort of a concept album, so it does have a narrative. It's a space opera, and I'm trying to make it air-tight, really pull it together, hone it in. With my last album, I had a lot of big ideas, but I just let it be more impressionistic. With this album, I think I have a lot more to say. I feel very strongly about the material. Also, we're continually making songs as we go. But I think we're going to start dropping singles, which I kind of prefer. I prefer not putting too much pressure on the album, and being able to keep adding stuff, because I also like long albums. So I think we're going to start dropping singles this summer and then just keep dropping singles and then put the album out four, five, six singles in or something. I am a big album person, but I also like to get music out."
Interviewer,I can understand the tension between wanting to get things out but also wanting to have a fully-formed concept.
Grimes,"I think you just have to play the devil's game, because we're in a real world of singles right now. There aren't a lot of albums I'm listening to, although I really appreciate it when people put out a whole album these days that's solid. I really, really, really appreciate that. But the way things are actually consumed, it doesn't work in that way so much. So whatever, I'll do both."
Interviewer,"Sonically, would you say it's along similar lines as your last album? Or should we expect something different?"
Grimes,I think it's pretty different. I try not to talk about it too much. Maybe I shouldn't answer too many questions about the album. I'm probably not supposed to do that!
Interviewer,"Fair enough. Knowing that your music has always intersected with futuristic concepts like the metaverse, crypto and artificial intelligence, what is it like for you to watch the larger music industry and the world begin to catch on?"
Grimes,"I think it's really great and important. I feel like for the last 10 years, people have been like, ""What the fuck are you talking about?"" Everyone's like, ""Grimes is so eccentric and weird!"" And I'm like, ""No, I'm actually talking about real things. I'm not just trying to be weird."" These things actually exist. I feel like people perceive me as very insane, and like, ""Wow, she's so loopy and quirky."" It's nice to be sort of vindicated on certain things."
Interviewer,"I'll let you go, but are there any other projects you want to mention? I hear you're working on a podcast."
Grimes,"I'm working on a podcast called Homo Techno with my friend Liv , who was previously one of the world's preeminent female poker players. She now works in AI theory and stuff. Our thesis for the podcast is that we're no longer homo sapiens, we are homo techno we're full cyborgs. It investigates the most aggressively controversial theories about futurism or the people who are most on the edge with either their ideas or practices with regards to ways the world can be."
Interviewer,"Visions is your third album, but you've said it feels like your first. Why?"
Grimes,"Those other two albums were literally the first music I ever made. They were just practice. I don't hate them, but instead of actually making what I wanted to make, I was making what I was able to make. I wish I could have just put this out as my first album."
Interviewer,Are you still going to school at McGill University in Montreal?
Grimes,"I was actually expelled for missing almost a year of class. It's their policy, but I wasn't aware of it because I was skipping at the time. hahaha So I no longer attend McGill, which kind of sucks because I wish I had a degree after spending that much money and time working on something. But actually, no, it doesn't suck. I was done. Now, I'm working on music all the time. It's not like I really need a job, because everything is super cheap in Montreal."
Interviewer,You played to some relatively big crowds opening for Lykke Li recently. What was that like?
Grimes,"It forced me to become a musician. Previously, I was playing shows for 30 people, and then it turned into 3,000 people. So I practiced a lot and made everything more coherent. Before that, it was kind of jammy I would improvise a lot. But that tour is one of the reasons why I started bringing my vocals up, because I would always  if the vocals were higher in the mix."
Interviewer,You co-directed your video for Vanessa from the Darkbloom EP. What was the inspiration for it?
Grimes,"That was a real K-pop-influenced video. The budget was $60, which all went to alcohol. We literally planned it the night before. I just got a bunch of my friends to drink a lot and was like, We're going to do dance moves. We did it in a couple of hours. I almost didn't care what it looked like; I just wanted it to look like everyone's having a good time. I also wanted it to be kind of creepy, too, hence the backward stuff."
Interviewer,Are your siblings into your music?
Grimes,"I have two younger biological brothers and two stepbrothers, and they're all into it, kind of. My oldest stepbrother is a rapper. He's called Jay Worthy. He's pretty tough, pretty crazy. Like, you get in his car, and there's blood splattered in it, and you're like, Oh. We want to collaborate."
Interviewer,"Grimes, with your 2012 song ""Oblivion"" you said you took one of the most shattering experiences of your life and turned it into something positive. Is sharing personal pain through your music cathartic?"
Grimes,"It's sort of the opposite. I make the album for me and then it's like, ""Oh, fuck. Everyone else has to hear this."" I have a rule"
Interviewer,"So what was your reaction when ""Realiti,"" a sort of throwaway song that you released unfinished, got over 6 million YouTube plays and was called your best song in years?"
Grimes,"I did not think it would get that big. I thought people would be like, ""Aw, how cute,"" and move on. It's pretty awesome, but I really wish I'd finished the song... (Laughs) I hate unfinished things. And the sound quality is so bad! My last album Visions is quite obviously amateur sounding too."
Interviewer,That didn't stop many critics from calling it one of the best albums of 2012.
Grimes,"But it wasn't the most professional setting. My management at the time was just a friend from high school. There was a release date before there was an even album, so I was on a crazy deadline and didn't necessarily finish things the way I probably would have wanted to. I had no training in music, barely played any shows, I didn't really know anything about music at all...."
Interviewer,Sometimes naiveté can be an advantage.
Grimes,"Yeah, definitely. But I think there's also a point where when you're a professional at something, you're expected to be executing at a certain level constantly and intentionally. I'd made three albums being not a serious musician at all, which I think is enough albums to make as an amateur. (Laughs)."
Interviewer,Things must have changed a lot for you in that respect. Your new album is your first since coming under the management of Jay-Z's Roc Nation and you reportedly even went through media training not quite your old DIY approach anymore.
Grimes,"I was just like, ""Maybe there's a way to stop Pitchfork from ruining my life all the time."" But I realized that it doesn't matter what I say because they'll still do it. I mean... not ruin my life, but just these ridiculous sexist attacks that I'm crying and so sad and having a terrible time all the time. And I just don't even know what this is about. I was just like, ""Is there any way for me to, like, stop this from happening?"" But it's the machine. It's clickbait."
Interviewer,Is your new and professional management also trying to dictate how you should look?
Grimes,"No. I think music is performing. Especially the stage shows. It's all related. I've been learning more about performance, watching politicians and speeches and things like that to integrate it into the show. The art I want to make tends to be quite audacious. But I'm not trying to be more professional in the sense that I care what anybody thinks. That's not much of a concern."
Interviewer,"What is the concern, then?"
